id	nombre	marca	Categoria	precio	ranking	activo	weidian_id	link weidian	foto portada	foto 1	foto 2	foto 3	foto 4	foto 5	foto6	descripcion	descripcion ingles
3853	Levi's 501 Jeans (PK Batch)		PANTALONES	58	4.5	SI	1453624161229094333739	https://weidian.com/item.html?itemID=1453624161229094333739	https://si.geilicdn.com/pcitem901579662564-792000000198119893370a2303ee_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-12010000019bf89e17280a23037f_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-061b0000019bf89e1a8c0a20e7c7_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-316c0000019bf89e1db80a2103bd_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1c100000019bf89e21930a23038e_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-60170000019bf89ec5060a20e2c5_1440_1920.jpg	2026 Vaqueros azules lavados rectos resistentes para hombres nuevos de principios de primavera [Y17]	2026 Men's New Early Spring Heavyweight Straight Wash Blue Jeans [Y17]
3854	Wrangler Cowboy Jeans		PANTALONES	58	4.9	SI	1453624161229094312415	https://weidian.com/item.html?itemID=1453624161229094312415	https://si.geilicdn.com/pcitem901579662564-49f00000019c0d6fac450a239646_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-0ad20000019bf8a5ce4a0a2102c5_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-05a70000019bf8a5d1ea0a20e273_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1ef80000019bf8a5d5f10a23111a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1e0c0000019bf8a5d8cf0a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-0cb30000019bf8a88b3c0a8134f0_1440_1920.jpg	2026 principios de primavera nuevos pantalones de mezclilla rectos de lana con sastrería tridimensional para hombres [Y17]	2026 Early Spring New Men's Wool Straight Leg Denim Trousers with Three-Dimensional Tailoring [Y17]
3855	Champion Hoodie (LJR Batch)		SUDADERAS	58	4.6	SI	1453624161229084219649	https://weidian.com/item.html?itemID=1453624161229084219649	https://si.geilicdn.com/pcitem901579662564-1ab60000019bf89e141d0a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-644c0000019bbfba16cb0a23057e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-6a980000019bbfba1b280a2396f4_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3a470000019bbfba1ec00a210139_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-72f20000019bbfba22090a23041a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-734a0000019bbfbaed970a23041a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-67120000019bbfbaf0a90a23037f_1440_1920.jpg	Sudadera con capucha para hombre, nuevo estilo, otoño e invierno, con logotipo sánscrito [Y17], 2025	Men's Hoodie, New Style, Autumn and Winter, with Sanskrit Logo [Y17], 2025
3856	G-Star Raw Raw Denim (OG Batch)		PANTALONES	58	4.8	SI	1453624161229083279199	https://weidian.com/item.html?itemID=1453624161229083279199	https://si.geilicdn.com/pcitem901579662564-14320000019bf8a5cb400a23057e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-20180000019bbaf6ff620a210256_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-18600000019bbaf702380a2102c5_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-1cec0000019bbaf705330a2301b4_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-26560000019bbaf7083b0a2315ef_1440_1440.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-21210000019bbaf7b8570a81347d_1440_1920.jpg	2026 Primavera y verano nuevos pantalones de mezclilla casuales sueltos de moda con bolsillos con logotipo en la cintura [Y09]	2026 Spring and Summer New Fashion Loose Casual Denim Pants with Logo Waist Pockets [Y09]
3857	Lee Cooper Jeans (H20 Batch)		PANTALONES	58	4.7	SI	1453624161229077368342	https://weidian.com/item.html?itemID=1453624161229077368342	https://si.geilicdn.com/pcitem901579662564-63610000019bbfba13dd0a210256_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-27d60000019b916fb0c80a21146b_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3d720000019b916fb4a10a811411_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4ca80000019b916fb7630a2304aa_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-71620000019b916fbb2b0a23037f_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-44960000019b917099b70a20e2c5_1440_1920.jpg	2026 principios de primavera nuevos jeans rectos con logo de cuero tejido de color limitado [Y17]	2026 Early Spring New Limited Color Woven Leather Logo Straight Leg Jeans [Y17]
3858	Diesel Jeans (PK Batch)	Diesel	PANTALONES	25	4.8	SI	1453624161229064744504	https://weidian.com/item.html?itemID=1453624161229064744504	https://si.geilicdn.com/pcitem901579662564-11000000019bbaf6fc6f0a20e273_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-46cb0000019b4e5e06ce0a2396f4_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-13c90000019b4e5e09f80a231316_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-6d520000019b4e5e0c9b0a2103bd_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-4cac0000019b4e5e0f240a23037f_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-531a0000019b4e5e91600a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-42ec0000019b4e5e93f10a2102c5_1440_1920.jpg	[Precio original 399, precio de liquidación especial 169] 2025 otoño e invierno nuevos pantalones casuales de terciopelo cepillado para hombres 3546	[Original price 399, special clearance price 169] 2025 Autumn and Winter New Men's Brushed Velvet Casual Pants 3546
3859	Gucci Interlocking Bag	Gucci	OTROS	58	4.8	SI	1453624161229027732781	https://weidian.com/item.html?itemID=1453624161229027732781	https://si.geilicdn.com/pcitem901579662564-62450000019b916fad4e0a239646_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-6dcc0000019a8a8f4ef40a20e273_1494_1921.jpg	https://si.geilicdn.com/pcitem901579662564-7bdc0000019a8a8f522a0a210256_1520_1920.jpg	https://si.geilicdn.com/pcitem901579662564-04980000019a8a8f55b60a2315ef_1496_1914.jpg	https://si.geilicdn.com/pcitem901579662564-775c0000019a8a8f589e0a8134f0_1520_1916.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-1d720000019a8a8fecd00a2103bd_1510_1922.jpg	2025 nueva corbata de seda para hombre [P25]	2025 New Silk Tie for Men [P25]
3860	Sterling Silver Necklace (OG Batch)		JOYERIA	58	4.5	SI	1453624161229007804632	https://weidian.com/item.html?itemID=1453624161229007804632	https://si.geilicdn.com/pcitem901579662564-1df40000019b4e5e03c90a210139_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-27460000019a237cf3d10a23047e_1502_1926.jpg	https://si.geilicdn.com/pcitem901579662564-1d1d0000019a237cf68e0a2396f4_1498_1922.jpg	https://si.geilicdn.com/pcitem901579662564-29630000019a237cfa070a20e672_1500_1920.jpg	https://si.geilicdn.com/pcitem901579662564-25e70000019a237cfd2b0a23041a_1506_1918.jpg	https://si.geilicdn.com/pcitem901579662564-262b0000019a237e01390a23041a_1554_1928.jpg	https://si.geilicdn.com/pcitem901579662564-24150000019a237e222c0a230115_1514_1928.jpg	2025 nuevo collar largo Cheval / cadena para suéter [P25]	2025 New Long Cheval Necklace / Sweater Chain [P25]
3861	Levi's 501 Slim Fit Jeans		PANTALONES	23	4.5	SI	1453624161228994558897	https://weidian.com/item.html?itemID=1453624161228994558897	https://si.geilicdn.com/pcitem901579662564-03420000019a8a8f4be90a23111a_1510_1922.jpg	https://si.geilicdn.com/pcitem1474938657-249e0000019bb0158fa90a20e284_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-23fb0000019bb01593480a23038e_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-2f880000019bb01596920a23111a_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-16680000019bb01599d60a239846_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-13d80000019bb0159ca80a20e273_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-254b0000019bb0159fc10a210256_1440_1920.jpg	[Precio original 399, precio de liquidación especial 159] Explora la artesanía única y el encanto limitado, y encuentra la serie limitada Crow Heart Tokyo Ginza número 25 de principios de otoño, estos	[Original price 399, special clearance price 159] Explore unique craftsmanship and limited charm, and find the Crow Heart Tokyo Ginza limited series number 25 from early autumn, these
3862	Nike Air Force 1 Keychain (LJR Batch)	Nike	OTROS	58	4.9	SI	1453624161228986565152	https://weidian.com/item.html?itemID=1453624161228986565152	https://si.geilicdn.com/pcitem901579662564-260a0000019a237cf0ff0a23057e_1498_1918.jpg	https://si.geilicdn.com/pcitem901579662564-42bc00000199987350440a23057e_1440_1919.jpg	https://si.geilicdn.com/pcitem901579662564-3ffb00000199987353f60a2396f4_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4d5000000199987356730a8133cc_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-432600000199987359650a231177_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-6bcb00000199987444880a2103bd_1391_2044.jpg	Cárdigan de lana a cuadros diagonal empalmado de cuello nuevo estilo otoño e invierno 2025 [Y06]	New style autumn and winter 2025 diagonal plaid wool cardigan with spliced ​​collar [Y06]
3863	Gucci Ace Mule Keychain (PK Batch)	Gucci	OTROS	58	4.6	SI	1453624161228983388109	https://weidian.com/item.html?itemID=1453624161228983388109	https://si.geilicdn.com/pcitem1474938657-312e0000019bb0158c620a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-54a0000001998e4a5c490a207569_1074_1074.jpg	https://si.geilicdn.com/pcitem901579662564-5451000001998e4a5e160a230115_1074_1074.jpg	https://si.geilicdn.com/pcitem901579662564-5a13000001998e4a5fd50a81347d_1074_1074.jpg	https://si.geilicdn.com/pcitem901579662564-4eb7000001998e4a61d60a2396f4_1074_1074.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg		2025 Botas Martin clásicas para niñas de estilo nuevo británico de otoño e invierno [Y16]	2025 Classic Martin Boots for Girls, New British Style, Autumn and Winter [Y16]
3864	Diesel Full Metal Jeans	Diesel	PANTALONES	23	4.5	SI	1453624161228972076456	https://weidian.com/item.html?itemID=1453624161228972076456	https://si.geilicdn.com/pcitem901579662564-4b610000019998734c890a2301b4_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-36ba0000019940ccf0eb0a8133cc_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-308f0000019940ccf3af0a231177_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-2e8d0000019940ccf72f0a239646_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-78fe0000019940ccfbf80a21146b_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-2d170000019940cd525b0a20e273_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-05510000019940cd66400a231316_1440_1920.jpg	[Precio original 399, precio especial 159] 2025 principios de otoño nuevos jeans clásicos suaves y rectos con etiqueta de cuero tejido de cuero de vaca de color sólido 3287	[Original price 399, special price 159] 2025 Early Autumn New Classic Soft Straight Jeans with Leather Label Solid Color Cowhide Woven Leather 3287
3865	Louis Vuitton Neverfull PM (Vintage Batch)	Louis Vuitton	OTROS	55	4.7	SI	1453624161228963186218	https://weidian.com/item.html?itemID=1453624161228963186218	https://si.geilicdn.com/pcitem901579662564-529b000001998e4a5a500a23047e_1074_1074.jpg	https://si.geilicdn.com/pcitem901579662564-19350000019908524a8e0a2102c5_1537_1921.jpg	https://si.geilicdn.com/pcitem901579662564-6b230000019908524de60a210139_1496_1943.jpg	https://si.geilicdn.com/pcitem901579662564-18f100000199085250ee0a239846_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-20cb00000199085253c20a2315ef_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-1d53000001990852f0f90a23111a_1323_1920.jpg	2025 nueva camisa de popelín de algodón elástico a cuadros [Y06]	2025 New Plaid Stretch Cotton Poplin Shirt [Y06]
3866	Supreme Box Logo Hoodie	Supreme	SUDADERAS	54	4.8	SI	1453624161229074605860	https://weidian.com/item.html?itemID=1453624161229074605860	https://si.geilicdn.com/pcitem901579662564-33970000019940cceddd0a23041a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-747e0000019b877fcd2f0a23041a_1276_1702.jpg	https://si.geilicdn.com/pcitem901579662564-6e2c0000019b877fcf210a8133cc_1276_1702.jpg	https://si.geilicdn.com/pcitem901579662564-55fd0000019b877fd1610a231177_1280_1707.jpg	https://si.geilicdn.com/pcitem901579662564-58760000019b877fd3e60a239646_1276_1702.jpg	https://si.geilicdn.com/pcitem901579662564-69850000019b8780a0790a2396f4_1276_1702.jpg	https://si.geilicdn.com/pcitem901579662564-58c30000019b8780a2b20a239646_1276_1702.jpg	2025 Otoño e invierno Nueva piel Terciopelo Siente Cómoda Sudadera de béisbol cálida y gruesa [Y10]	2025 Autumn and Winter New Skin Velvet Feel Comfortable Warm Thick Baseball Sweatshirt [Y10]
3867	Producto #1453624161228865065760		OTROS	53	4.5	SI	1453624161228865065760	https://weidian.com/item.html?itemID=1453624161228865065760	https://si.geilicdn.com/pcitem901579662564-6e91000001990852473b0a231316_1598_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3968000001960e94ff270a231316_1510_1918.jpg	https://si.geilicdn.com/pcitem901579662564-3f60000001960e9501f10a210139_1514_1920.jpg	https://si.geilicdn.com/pcitem901579662564-38d9000001960e95059e0a2395a3_1510_1916.jpg	https://si.geilicdn.com/pcitem901579662564-4744000001960e95084d0a23037f_1532_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3417000001960e95a7260a2304aa_1568_1918.jpg	https://si.geilicdn.com/pcitem901579662564-3d2f000001960e9590b10a23057e_1572_1922.jpg	2025 Nuevas gafas de sol All-Star con montura grande [P25]	2025 New All-Star Sunglasses with Large Frame [P25]
3868	Producto #1453624161228829444396		JOYERIA	53	4.8	SI	1453624161228829444396	https://weidian.com/item.html?itemID=1453624161228829444396	https://si.geilicdn.com/pcitem901579662564-67660000019b877fcab40a230115_1276_1702.jpg	https://si.geilicdn.com/pcitem901579662564-288c000001954fb798510a23111a_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-2ad3000001954fb79a950a23038e_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-2d77000001954fb79cb50a239846_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-2cc8000001954fb79f600a20e2c5_1440_1440.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-3723000001954fb824910a23037f_1440_1440.jpg	2025 principios de primavera nuevo collar de perlas blanco doble C [Y01]	2025 Early Spring New Double C White Pearl Necklace [Y01]
3869	Producto #1453624161228692134501		OTROS	53	4.5	SI	1453624161228692134501	https://weidian.com/item.html?itemID=1453624161228692134501	https://si.geilicdn.com/pcitem901579662564-3bb5000001960e94fc170a20e273_1502_1918.jpg	https://si.geilicdn.com/pcitem901579662564-582200000191e9573a490a22d172_1542_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3f7f00000191e9573d800a2395d6_1614_1921.jpg	https://si.geilicdn.com/pcitem901579662564-567800000191e95740ee0a23041a_1579_1921.jpg	https://si.geilicdn.com/pcitem901579662564-5f1000000191e95743d70a20e7c7_1608_1921.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-59ef00000191e95814cc0a23057e_1559_1921.jpg	Set de caja de regalo de Año Nuevo【P25】	New Year's Gift Box Set【P25】
3870	Lee Cooper Denim Shorts (H12 Batch)		PANTALONES	49	4.7	SI	1453624161229097229426	https://weidian.com/item.html?itemID=1453624161229097229426	https://si.geilicdn.com/pcitem901579662564-2e6b000001954fb795e40a20e672_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-0ec80000019bf8a232450a2301b4_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1d6a0000019bf8a235c20a23111a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-10830000019bf8a239430a20e284_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1c8f0000019bf8a23c560a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-13030000019bf8a3240e0a23057e_1440_1920.jpg	2026 Principios de primavera Nuevos jeans negros puros con logotipo de etiqueta de cuero de belleza en relieve [Y17]	2026 Early Spring New Pure Black Jeans with Embossed Beauty Leather Label Logo [Y17]
3871	Nike Dri-FIT T-Shirt	Nike	CAMISETAS	49	4.9	SI	1453624161229091990154	https://weidian.com/item.html?itemID=1453624161229091990154	https://si.geilicdn.com/pcitem901579662564-56ed00000191e95736e50a20e672_1559_1921.jpg	https://si.geilicdn.com/pcitem901579662564-2e120000019bd9eae54b0a23037f_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-22410000019bd9eae98c0a20e7c7_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-4e730000019bd9eaecec0a2103bd_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-39570000019bd9eaf09c0a23038e_1440_1440.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-227b0000019bd9eb7cfd0a20e7c7_1440_1920.jpg	2026 primavera y verano nueva moda rayas logo jacquard casual camisa de manga corta [Y09]	2026 Spring and Summer New Fashion Striped Logo Jacquard Casual Short Sleeve Shirt [Y09]
3872	Wrangler 13MWZ Relaxed Fit Jeans		PANTALONES	49	4.6	SI	1453624161229091597820	https://weidian.com/item.html?itemID=1453624161229091597820	https://si.geilicdn.com/pcitem901579662564-12a50000019bf8a22f590a207569_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-7c6a0000019bd977d9ec0a81347d_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-00350000019bd977dd230a230115_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-7f5a0000019bd977e0dc0a207569_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-7ae10000019bd977e4720a2301b4_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-4dd60000019bd978b44d0a20e2c5_1440_1920.jpg	2026 nuevos pantalones de dinero con cinturón teñidos con tinta resistentes para hombres de principios de primavera [Y17]	2026 New Men's Early Spring Dye-Dyed Belted Money Pants [Y17]
3873	Carhartt Rugged Flex Jeans	Carhartt	PANTALONES	49	4.5	SI	1453624161229090328678	https://weidian.com/item.html?itemID=1453624161229090328678	https://si.geilicdn.com/pcitem901579662564-36860000019bd9eae0c70a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-09d90000019bd46a07640a207569_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-0a090000019bd46a0a260a230115_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-07290000019bd46a0d400a81347d_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-7b690000019bd46a102d0a20e672_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-19db0000019bd46b79620a23041a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-13480000019bd46b7c570a8133cc_1440_1920.jpg	2026 Vaqueros de nueve puntos rizados para mujer con estampado de nariz de cerdo de la serie de principios de primavera [Y03]	2026 Women's Curly Nine Point Jeans with Pig Nose Print from the Early Spring Series [Y03]
3874	Adidas Superstar Keychain (OG Batch)	Adidas	OTROS	49	4.7	SI	1453624161229072071656	https://weidian.com/item.html?itemID=1453624161229072071656	https://si.geilicdn.com/pcitem901579662564-086a0000019bd977d66f0a8133cc_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-66030000019b727778140a811411_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-77f30000019b72777b2e0a2304aa_1080_1080.jpg	https://si.geilicdn.com/pcitem901579662564-1ec60000019b72777e740a23037f_1440_1440.jpg	https://si.geilicdn.com/pcitem901579662564-1c910000019b7277829b0a20e284_1440_1440.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-1f090000019b72780e9e0a23038e_1080_1080.jpg	2026 Pendientes de hemisferio dorado con doble C de diamante, nuevo producto, taller hecho a mano a principios de primavera [Y01]	2026 Gold Hemisphere Earrings with Double C Diamond, New Product, Handmade Workshop Early Spring [Y01]
3875	Cartier Love Ring (PK Batch)	Cartier	JOYERIA	48	4.8	SI	1453624161229033419571	https://weidian.com/item.html?itemID=1453624161229033419571	https://si.geilicdn.com/pcitem901579662564-07e50000019bd46a040b0a23057e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-1e1d0000019a9f3558500a21146b_1500_1924.jpg	https://si.geilicdn.com/pcitem901579662564-32620000019a9f355b670a210139_1542_1920.jpg	https://si.geilicdn.com/pcitem901579662564-2a750000019a9f355f340a811411_1510_1926.jpg	https://si.geilicdn.com/pcitem901579662564-642d0000019a9f3562b70a20e284_1486_1926.jpg	https://si.geilicdn.com/pcitem901579662564-674d0000019a9f35ca4f0a23041a_1522_1920.jpg	https://si.geilicdn.com/pcitem901579662564-64990000019a9f35e08d0a23037f_1536_1926.jpg	2025 nuevo collar/pendientes de la serie Flowerlace [P25]	2025 New Flowerlace Series Necklace/Earrings [P25]
3876	David Yurman Cable Chain Necklace (LJR Batch)		JOYERIA	48	4.8	SI	1453624161228862877522	https://weidian.com/item.html?itemID=1453624161228862877522	https://si.geilicdn.com/pcitem901579662564-70810000019b7277748d0a210139_1080_1080.jpg	https://si.geilicdn.com/pcitem901579662564-4ba800000195f9a4c9400a2396f4_1508_1924.jpg	https://si.geilicdn.com/pcitem901579662564-48e600000195f9a4cd4d0a8134f0_1508_1922.jpg	https://si.geilicdn.com/pcitem901579662564-4d1000000195f9a4d1540a207569_1538_1916.jpg	https://si.geilicdn.com/pcitem901579662564-464c00000195f9a4d4920a81347d_1526_1914.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-3c9500000195f9a56dc70a2395d6_1490_1922.jpg	2025 nuevo collar de cabeza de caballo con hebilla de cuerno [P25]	2025 New Horse Head Collar with Horn Buckle [P25]
3877	Champion Reverse Weave T-Shirt		CAMISETAS	43	4.6	SI	1453624161229102439550	https://weidian.com/item.html?itemID=1453624161229102439550	https://si.geilicdn.com/pcitem901579662564-560d0000019a9f3554dc0a239646_1488_1926.jpg	https://si.geilicdn.com/pcitem901579662564-54e60000019c02d4c4aa0a20e672_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-378b0000019c02d4c7c20a20e2c5_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-35d10000019c02d4cb380a231316_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-57a20000019c02d4ced90a239646_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-6ae10000019c02d5484f0a230115_1440_1920.jpg	2026 primavera y verano nueva camiseta estampada de algodón de alto peso [Y17]	2026 Spring and Summer New Heavyweight Cotton Printed T-Shirt [Y17]
3878	Converse Chuck Taylor All Star T-Shirt	Converse	CAMISETAS	43	4.7	SI	1453624161229095546506	https://weidian.com/item.html?itemID=1453624161229095546506	https://si.geilicdn.com/pcitem901579662564-3f1c00000195f9a4c5680a230115_1490_1922.jpg	https://si.geilicdn.com/pcitem901579662564-47d60000019be8e3a8400a23057e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-45fc0000019be8e3ab870a210256_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-53140000019be8e3aeb80a23111a_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4af80000019be8e3b2790a23037f_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-404a0000019be8e4b41c0a20e7c7_1440_1920.jpg	2026 primavera y verano nuevos hombres con parche de cuello redondo y mangas cortas adornadas con logo [Y17]	2026 Spring and Summer New Men's Crew Neck Short Sleeve Patch Shirt with Logo [Y17]
3879	Adidas Trefoil T-Shirt	Adidas	CAMISETAS	43	4.5	SI	1453624161229092602055	https://weidian.com/item.html?itemID=1453624161229092602055	https://si.geilicdn.com/pcitem901579662564-09c20000019c02d4c1c20a2103bd_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4c300000019be8e77e990a23047e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-49a50000019be8e782280a23057e_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4ef30000019be8e784ef0a2315ef_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-54c60000019be8e787ed0a2303ee_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-4b070000019be8e868a00a207569_1440_1920.jpg	2026 Manga corta de cuello redondo a rayas de punto nuevo de principios de primavera para hombres [Y17]	2026 Men's New Spring Striped Crew Neck Short Sleeve Knit Top [Y17]
3880	G-Star Raw Raw Denim Jeans		PANTALONES	43	4.7	SI	1453624161229088915864	https://weidian.com/item.html?itemID=1453624161229088915864	https://si.geilicdn.com/pcitem901579662564-455b0000019be8e3a5340a81347d_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-3a480000019bca0e32c50a239846_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-4ad20000019bca0e35a70a81347d_1440_1920.jpg	https://si.geilicdn.com/pcitem901579662564-262e0000019bca0e391f0a2304aa_1440_1919.jpg	https://si.geilicdn.com/pcitem901579662564-21bd0000019bca0e3c8e0a210139_1440_1920.jpg	https://si.geilicdn.com/pcitem1474938657-47690000019bf303e7490a207569_1242_1094.jpg	https://si.geilicdn.com/pcitem901579662564-409c0000019bca0f14e40a20e7c7_1440_1920.jpg	2026 Pantalones casuales rectos para hombre de la serie principios de primavera con cinta de color en contraste en ambos lados [Y03]	2026 Men's Straight Leg Casual Trousers from the Early Spring Series with Contrast Color Tape on Both Sides [Y03]
